tweet_id	start_pos	end_pos	named_entity_type
1292025724241678336	66	86	ORGANIZATION
1292025724241678336	89	113	ORGANIZATION
1292025724241678336	116	138	ORGANIZATION
1289891964092141568	10	14	PERSON
1289891964092141568	227	252	PERSON
1289891964092141568	255	270	PRODUCT
1289891964092141568	272	277	PERSON
1377141440376045581	68	86	PERSON
1377141440376045581	186	203	PERSON
1351169997561864195	29	39	PERSON
1351169997561864195	75	83	ORGANIZATION
1369544317149315075	38	46	ORGANIZATION
1369544317149315075	57	64	ORGANIZATION
1280190695928717315	0	11	ORGANIZATION
1280190695928717315	108	111	ORGANIZATION
1280190695928717315	191	202	ORGANIZATION
1384826752648814592	0	7	ORGANIZATION
1384826752648814592	8	15	PERSON
1384826752648814592	68	75	PERSON
1384826752648814592	101	108	PERSON
1384826752648814592	145	152	PERSON
1384826752648814592	175	181	PRODUCT
1269167530201006080	15	28	PERSON
1269167530201006080	166	184	PERSON
1274315936925958148	0	4	LOCATION
1287331458630275072	142	152	PERSON
1352365962583015426	107	113	ORGANIZATION
1352365962583015426	114	117	ORGANIZATION
1352365962583015426	118	127	ORGANIZATION
1352365962583015426	128	132	ORGANIZATION
1280956178433007617	10	21	PERSON
1280956178433007617	26	38	PERSON
1280956178433007617	81	94	TVSHOW
1337506258874667008	33	40	PERSON
1369795317336596480	230	239	ORGANIZATION
1369795317336596480	240	249	PERSON
1319306776215519233	0	7	PERSON
1319306776215519233	8	12	PRODUCT
1277848542846111744	71	80	MONEY
1313548486743293952	0	13	PERSON
1313548486743293952	14	24	ORGANIZATION
1355988101349470211	6	17	PERSON
1355988101349470211	18	29	PERSON
1355988101349470211	30	41	PERSON
1355988101349470211	42	54	PERSON
1382799045643624448	66	78	MONEY
1382799045643624448	126	134	MONEY
1382799045643624448	184	200	MONEY
1382799045643624448	229	239	MONEY
1318134981332434945	72	77	PERSON
1375562701653557250	11	22	PERSON
1375562701653557250	65	75	TVSHOW
1364801041519230983	0	11	PERSON
1364801041519230983	31	39	PRODUCT
1364801041519230983	132	147	PERSON
1364801041519230983	151	169	PERSON
1361734818841649156	0	7	ORGANIZATION
1361734818841649156	63	66	ORGANIZATION
1366813882216574980	9	14	PERSON
1271835469098221569	0	7	LOCATION
1271835469098221569	112	115	ORGANIZATION
1271835469098221569	143	151	LOCATION
1360258155100438530	0	3	ORGANIZATION
1360258155100438530	31	34	ORGANIZATION
1360258155100438530	74	77	ORGANIZATION
1360258155100438530	129	141	ORGANIZATION
1360258155100438530	201	208	PERSON
1360258155100438530	216	230	ORGANIZATION
1404184928670134277	15	24	LOCATION
1347641380361957377	0	14	PERSON
1347641380361957377	69	83	PERSON
1347641380361957377	115	122	TVSHOW
1286734705207934977	0	14	PERSON
1286734705207934977	22	36	PERSON
1286734705207934977	44	59	PERSON
1286734705207934977	67	80	PERSON
1286734705207934977	88	105	PERSON
1286734705207934977	113	126	PERSON
1286734705207934977	134	147	PERSON
1286734705207934977	155	168	PERSON
1286734705207934977	176	186	PERSON
1286734705207934977	194	206	PERSON
1340653041737986051	0	10	PERSON
1340653041737986051	11	19	LOCATION
1395184479124262912	14	19	PERSON
1395184479124262912	57	62	PERSON
1395184479124262912	64	71	ORGANIZATION
1350751777344380928	141	150	PERSON
1350751777344380928	172	178	PERSON
1350751777344380928	182	187	PERSON
1333420176717570051	22	26	PERSON
1290573652048609280	112	123	PERSON
1290573652048609280	125	139	TIME
1290573652048609280	142	157	TIME
1290573652048609280	161	174	PERSON
1290573652048609280	177	189	PERSON
1280959924688871427	0	11	ORGANIZATION
1280959924688871427	23	26	LOCATION
1379739404202303490	0	5	PERSON
1379739404202303490	7	17	PERSON
1379739404202303490	21	26	PERSON
1379739404202303490	78	96	ORGANIZATION
1327383315096219654	106	125	ORGANIZATION
1356162598094430210	0	7	ORGANIZATION
1356162598094430210	42	53	PERSON
1338463148370780162	0	14	TIME
1338463148370780162	33	40	LOCATION
1338463148370780162	44	51	PRODUCT
1338463148370780162	210	216	ORGANIZATION
1326134498237566976	0	13	TIME
1326134498237566976	32	56	PERSON
1326134498237566976	128	151	PERSON
1304792094775693313	0	5	LOCATION
1337580544893222912	11	19	LOCATION
1337580544893222912	24	27	LOCATION
1402595265496899586	0	3	ORGANIZATION
1402595265496899586	7	18	PERSON
1402595265496899586	112	130	PERSON
1402595265496899586	135	138	ORGANIZATION
1363960647889924100	8	13	PERSON
1285833784026439685	0	4	ORGANIZATION
1285833784026439685	36	49	PERSON
1285833784026439685	104	117	PERSON
1334043161950380041	53	61	TIME
1303087520742338561	57	69	PERSON
1307052233666813958	0	10	TVSHOW
1380598436777631747	105	111	PERSON
1270311130339184641	0	11	PERSON
1270311130339184641	12	21	PERSON
1270311130339184641	39	55	PERSON
1270311130339184641	86	93	PERSON
1369037066726744066	0	14	PERSON
1369037066726744066	15	26	PERSON
1293283948689330183	7	19	PERSON
1293283948689330183	32	38	ORGANIZATION
1293283948689330183	100	111	PERSON
1402517868772827139	22	36	PERSON
1316057258283991045	148	152	PRODUCT
1316057258283991045	158	166	PRODUCT
1316057258283991045	178	185	PRODUCT
1279194195006296064	44	48	PERSON
1358692485422276608	0	10	PERSON
1358692485422276608	14	21	PERSON
1378029064053735425	0	3	ORGANIZATION
1378029064053735425	18	36	PERSON
1378029064053735425	66	79	MONEY
1378029064053735425	169	181	PERSON
1378029064053735425	217	231	PRODUCT
1378029064053735425	235	248	PRODUCT
1403457675254435842	11	16	PERSON
1403457675254435842	178	183	PERSON
1403457675254435842	202	208	PERSON
1403457675254435842	217	222	PERSON
1403457675254435842	234	240	PERSON
1403457675254435842	257	266	ORGANIZATION
1403457675254435842	267	276	ORGANIZATION
1281447762530312192	6	9	PERSON
1281447762530312192	78	95	PERSON
1304374163432505344	62	68	PERSON
1304374163432505344	170	180	PERSON
1290427065381117957	26	41	PRODUCT
1347880518306713600	44	51	PERSON
1308880763732013067	6	12	PERSON
1308880763732013067	60	63	PERSON
1329176692309581827	3	8	PERSON
1329176692309581827	55	60	PERSON
1308490366887301129	7	18	PRODUCT
1364841648656629761	16	31	PERSON
1364841648656629761	80	93	PERSON
1364841648656629761	186	217	ORGANIZATION
1302023042525257730	67	71	PERSON
1302023042525257730	100	117	PERSON
1272497462318686210	0	7	LOCATION
1272497462318686210	12	15	LOCATION
1272497462318686210	60	74	LOCATION
1352476633723240448	26	43	PERSON
1366878091763724291	53	63	TIME
1366878091763724291	64	77	PERSON
1350485332358262787	18	22	PERSON
1350485332358262787	23	31	PERSON
1320655027590090754	0	9	PRODUCT
1348013641711411207	32	42	PRODUCT
1348013641711411207	46	54	PRODUCT
1395493033236381697	0	16	PERSON
1409922597584871434	107	110	ORGANIZATION
1409922597584871434	111	114	ORGANIZATION
1278414566133764102	0	15	ORGANIZATION
1278414566133764102	36	45	LOCATION
1278414566133764102	46	56	ORGANIZATION
1278414566133764102	94	104	ORGANIZATION
1403057172582473729	0	21	ORGANIZATION
1403057172582473729	74	81	ORGANIZATION
1312485590273728512	0	29	ORGANIZATION
1312485590273728512	31	38	LOCATION
1312485590273728512	39	45	LOCATION
1312485590273728512	69	101	ORGANIZATION
1369318620338266116	0	3	ORGANIZATION
1369318620338266116	7	24	PERSON
1315034542055489541	0	10	PERSON
1315034542055489541	56	78	TVSHOW
1294279422611202053	0	5	PERSON
1294279422611202053	46	59	PERSON
1403963827235045381	0	6	PERSON
1403963827235045381	27	35	PERSON
1403963827235045381	64	71	ORGANIZATION
1398890583180075018	121	158	LOCATION
1398890583180075018	159	172	PERSON
1293331693768781827	269	276	LOCATION
1315203452495187968	17	24	PERSON
1315203452495187968	52	68	LOCATION
1310692218672422912	0	7	TVSHOW
1310692218672422912	45	53	PERSON
1310692218672422912	77	92	PERSON
1401644575165407236	37	48	PERSON
1401644575165407236	77	81	ORGANIZATION
1401644575165407236	110	122	TIME
1386195557383692288	89	94	PERSON
1386195557383692288	95	98	ORGANIZATION
1386195557383692288	105	109	TIME
1386195557383692288	143	162	ORGANIZATION
1375217597684326400	63	75	LOCATION
1299387893279010816	88	99	PERSON
1286402580676071425	69	78	LOCATION
1405472105865662466	15	27	ORGANIZATION
1405472105865662466	41	47	PERSON
1405472105865662466	56	67	PERSON
1405472105865662466	88	94	PERSON
1405472105865662466	121	135	PERSON
1286631512457314304	18	33	PERSON
1286631512457314304	34	44	PERSON
1286631512457314304	68	74	PERSON
1353094787021365248	0	9	LOCATION
1353094787021365248	142	155	ORGANIZATION
1366409632516866053	19	31	PERSON
1313912966031519756	42	52	PERSON
1313912966031519756	53	64	TVSHOW
1387222154073284614	168	183	PERSON
1387222154073284614	185	192	PRODUCT
1387222154073284614	194	209	ORGANIZATION
1387222154073284614	211	219	LOCATION
1387222154073284614	221	225	TIME
1387222154073284614	226	230	TIME
1408122126427635719	50	66	PERSON
1311680198719533056	0	5	PERSON
1354569148194557960	143	150	ORGANIZATION
1378102123729203210	0	5	PERSON
1354906523068215296	34	44	ORGANIZATION
1354906523068215296	45	48	ORGANIZATION
1354906523068215296	103	113	ORGANIZATION
1354906523068215296	185	189	TIME
1354906523068215296	220	224	TIME
1320514432301150208	181	187	PERSON
1320514432301150208	267	279	PERSON
1330232101157933057	18	30	PERSON
1288046310000603137	0	7	LOCATION
1288046310000603137	122	129	ORGANIZATION
1272331915408871425	60	64	LOCATION
1272331915408871425	68	74	LOCATION
1272331915408871425	107	117	LOCATION
1290283656947220486	65	75	PERSON
1290283656947220486	93	104	PERSON
1290283656947220486	109	121	PERSON
1290283656947220486	126	137	PERSON
1290283656947220486	142	154	PERSON
1290283656947220486	159	170	PERSON
1290283656947220486	175	188	PERSON
1290283656947220486	193	205	PERSON
1290283656947220486	210	224	PERSON
1400097959182807048	0	8	PERSON
1400097959182807048	12	15	ORGANIZATION
1400097959182807048	68	74	PERSON
1400097959182807048	190	198	PERSON
1387860861184847877	114	129	PERSON
1384460376478191617	0	5	PERSON
1384460376478191617	110	123	PERSON
1270455825753128962	0	4	LOCATION
1270455825753128962	61	72	PERSON
1313957682613813248	10	23	TVSHOW
1270466954227331072	67	77	PERSON
1376988662701961224	0	12	PERSON
1376988662701961224	16	20	PERSON
1376988662701961224	42	46	PERSON
1398549095304794112	58	77	PERSON
1398549095304794112	188	207	PERSON
1398549095304794112	216	224	LOCATION
1398549095304794112	267	279	TIME
1371904021418639362	12	21	ORGANIZATION
1371904021418639362	40	45	PERSON
1371904021418639362	60	64	PERSON
1371904021418639362	113	117	PERSON
1371904021418639362	118	123	PERSON
1324653813433851904	0	11	TIME
1267506669329813508	0	10	TIME
1405281032387973121	0	7	ORGANIZATION
1405281032387973121	8	15	ORGANIZATION
1405281032387973121	28	35	ORGANIZATION
1405281032387973121	36	45	ORGANIZATION
1405281032387973121	64	71	ORGANIZATION
1405281032387973121	72	81	ORGANIZATION
1405281032387973121	90	97	ORGANIZATION
1405281032387973121	110	119	ORGANIZATION
1405281032387973121	120	128	ORGANIZATION
1405281032387973121	137	146	ORGANIZATION
1405281032387973121	158	169	ORGANIZATION
1405281032387973121	170	175	ORGANIZATION
1405281032387973121	198	209	ORGANIZATION
1405281032387973121	210	217	ORGANIZATION
1332431134450462720	35	48	PERSON
1375881352793427972	14	21	ORGANIZATION
1375881352793427972	22	28	ORGANIZATION
1375881352793427972	50	57	ORGANIZATION
1318828143566852098	243	261	PERSON
1313127660080574465	96	103	PERSON
1313127660080574465	107	121	PERSON
1313127660080574465	137	149	PERSON
1313127660080574465	151	163	PERSON
1313127660080574465	166	178	PERSON
1313127660080574465	181	197	PERSON
1313127660080574465	199	214	PERSON
1291807133139382273	0	4	TIME
1291807133139382273	8	23	LOCATION
1291807133139382273	72	76	LOCATION
1290413986446540803	42	52	ORGANIZATION
1290413986446540803	56	71	PERSON
1391405566086553608	19	27	PERSON
1289326840817958912	0	15	PERSON
1289326840817958912	29	34	PERSON
1289326840817958912	51	58	PERSON
1326234804120154115	21	25	TIME
1326234804120154115	82	105	PERSON
1326234804120154115	195	217	PERSON
1338451398166536192	27	32	PERSON
1335143468872708098	9	20	PERSON
1319567375310651392	136	139	LOCATION
1319567375310651392	191	196	ORGANIZATION
1319567375310651392	257	260	ORGANIZATION
1348320372924547072	0	8	PERSON
1348320372924547072	21	30	PERSON
1348320372924547072	50	58	ORGANIZATION
1348320372924547072	84	89	PERSON
1274100397205053449	22	32	ORGANIZATION
1398959249347301380	10	18	ORGANIZATION
1398959249347301380	30	34	MONEY
1360308516678893568	0	11	PERSON
1360308516678893568	88	97	PERSON
1365476345317359620	74	83	LOCATION
1365476345317359620	106	119	PERSON
1312147855788785666	0	13	PERSON
1358873819939819520	0	12	PERSON
1358873819939819520	14	22	PERSON
1358873819939819520	24	30	PERSON
1358873819939819520	32	38	PERSON
1358873819939819520	40	45	PERSON
1358873819939819520	47	53	PERSON
1353063508678635532	4	9	PERSON
1398591288900034561	0	8	LOCATION
1317901221848633345	11	21	PERSON
1317901221848633345	35	48	PERSON
1317901221848633345	49	62	PERSON
1317901221848633345	63	73	PERSON
1317901221848633345	188	200	PERSON
1350441609876410369	0	6	LOCATION
1350441609876410369	102	109	ORGANIZATION
1394840109363650564	12	15	ORGANIZATION
1394840109363650564	56	73	PERSON
1394840109363650564	94	110	PRODUCT
1394840109363650564	115	168	TIME
1394840109363650564	200	228	TIME
1361223694153101313	0	10	ORGANIZATION
1290611055954210816	0	5	PERSON
1332015461605777412	11	26	PERSON
1397662290258894852	36	48	PERSON
1305536567516303360	81	86	PERSON
1323586693040119810	13	17	PERSON
1409076127390474243	0	11	PERSON
1349601681072381952	12	22	PERSON
1349601681072381952	51	61	ORGANIZATION
1349601681072381952	98	113	PERSON
1402218272536334340	15	26	PERSON
1402218272536334340	34	48	TVSHOW
1402218272536334340	67	72	PERSON
1402218272536334340	171	185	PERSON
1270137888269885443	0	4	PERSON
1275396455243661314	0	10	ORGANIZATION
1320422087580856326	80	87	ORGANIZATION
1340648981492355075	0	16	PERSON
1340648981492355075	33	50	PERSON
1340648981492355075	53	67	TIME
1340648981492355075	76	84	LOCATION
1340648981492355075	88	93	LOCATION
1340648981492355075	104	114	LOCATION
1340648981492355075	154	171	PERSON
1392971224431669248	0	13	ORGANIZATION
1392971224431669248	29	34	LOCATION
1392971224431669248	50	58	ORGANIZATION
1372195829415608332	84	92	LOCATION
1372195829415608332	93	100	LOCATION
1401666624126599178	49	61	PERSON
1401666624126599178	78	82	PERSON
1336989969055932416	38	49	PERSON
1336989969055932416	75	87	PERSON
1336989969055932416	89	104	PERSON
1336989969055932416	108	117	PERSON
1351436181528051713	0	10	PERSON
1318297353128914949	11	18	PERSON
1286728427958140928	22	34	PERSON
1356334673316745221	30	42	ORGANIZATION
1356334673316745221	43	53	PERSON
1356334673316745221	56	75	PERSON
1297629426176360450	0	6	PERSON
1297629426176360450	10	17	PERSON
1297629426176360450	31	34	ORGANIZATION
1297629426176360450	41	47	PERSON
1297629426176360450	48	56	PERSON
1297629426176360450	78	86	PERSON
1363196415808311298	17	27	ORGANIZATION
1363196415808311298	67	78	ORGANIZATION
1359565626218528771	0	13	PERSON
1359565626218528771	33	37	LOCATION
1310191374923333633	7	17	ORGANIZATION
1310191374923333633	30	37	LOCATION
1310191374923333633	38	51	ORGANIZATION
1310191374923333633	83	94	ORGANIZATION
1361051549187928071	0	11	PERSON
1330111902811361284	75	81	LOCATION
1375336033630453761	105	108	ORGANIZATION
1375336033630453761	119	131	PERSON
1375336033630453761	205	209	TIME
1363975483143118850	0	2	ORGANIZATION
1363975483143118850	7	11	ORGANIZATION
1270813341888458752	10	17	LOCATION
1385911750302879747	10	40	ORGANIZATION
1385911750302879747	45	58	PERSON
1347623026528038913	0	13	PRODUCT
1347623026528038913	80	86	PERSON
1347623026528038913	94	97	PERSON
1347623026528038913	117	124	PRODUCT
1407453513685274628	0	13	PERSON
1407453513685274628	14	22	ORGANIZATION
1407453513685274628	33	44	PERSON
1293450778712199168	4	15	PERSON
1293450778712199168	39	42	PERSON
1293450778712199168	239	248	PERSON
1350789662097481730	28	34	LOCATION
1350789662097481730	53	71	LOCATION
1379709386558476292	0	16	PERSON
1379709386558476292	21	33	PERSON
1379709386558476292	37	51	PERSON
1379709386558476292	56	69	PERSON
1379709386558476292	74	89	PERSON
1379709386558476292	94	106	PERSON
1379709386558476292	112	124	PERSON
1379709386558476292	129	141	PERSON
1379709386558476292	145	160	PERSON
1379709386558476292	165	180	PERSON
1379709386558476292	184	196	PERSON
1379709386558476292	201	212	PERSON
1379709386558476292	217	228	PERSON
1379709386558476292	233	244	PERSON
1314886697365262337	19	25	LOCATION
1314886697365262337	226	238	PERSON
1314886697365262337	239	262	ORGANIZATION
1279854698095415303	18	29	PERSON
1279854698095415303	58	67	PERSON
1311627943710519297	35	63	ORGANIZATION
1311627943710519297	151	156	ORGANIZATION
1279397965669466117	4	8	TIME
1279397965669466117	97	103	LOCATION
1309840510471806976	29	46	PERSON
1309840510471806976	47	53	ORGANIZATION
1401614861709320194	3	7	PERSON
1276187198476476421	21	42	PERSON
1276187198476476421	56	64	PERSON
1276187198476476421	66	78	PERSON
1276187198476476421	80	94	PERSON
1329027667363041281	0	17	PERSON
1329027667363041281	30	34	ORGANIZATION
1380810497562443776	188	197	ORGANIZATION
1380810497562443776	233	248	PERSON
1398539400183697409	4	9	PERSON
1363040793326419973	46	49	MONEY
1292003887935893506	0	20	ORGANIZATION
1292003887935893506	25	39	TIME
1292003887935893506	43	49	LOCATION
1292003887935893506	187	199	PERSON
1292003887935893506	243	255	PERSON
1349642724895555584	186	201	PERSON
1311769564397658114	0	8	LOCATION
1311769564397658114	27	35	LOCATION
1378210895512354819	0	2	ORGANIZATION
1378210895512354819	7	12	ORGANIZATION
1378210895512354819	51	69	PERSON
1378210895512354819	73	85	PERSON
1378210895512354819	88	91	ORGANIZATION
1378451517561257986	0	9	PERSON
1378451517561257986	10	23	PERSON
1406017304853417988	11	21	LOCATION
1406017304853417988	22	26	LOCATION
1406017304853417988	37	45	ORGANIZATION
1326169597968527360	170	183	PERSON
1326169597968527360	267	277	PERSON
1333441312268357633	15	18	ORGANIZATION
1333441312268357633	22	25	ORGANIZATION
1354868485638287364	23	27	PERSON
1354868485638287364	42	50	LOCATION
1355077430323646464	164	171	ORGANIZATION
1355077430323646464	172	194	ORGANIZATION
1355077430323646464	196	200	TIME
1318591514327552000	0	22	PERSON
1318591514327552000	24	37	LOCATION
1364443544765800451	71	78	ORGANIZATION
1364443544765800451	100	113	PRODUCT
1286633536414515200	0	22	LOCATION
1394744057872752645	13	21	TIME
1394744057872752645	23	30	PERSON
1279368638567452673	116	128	PERSON
1276078938402500608	6	21	TIME
1276078938402500608	24	35	PERSON
1276078938402500608	46	54	PRODUCT
1276078938402500608	89	93	PERSON
1312469224397303808	0	13	PERSON
1312469224397303808	14	21	LOCATION
1410290441640108049	59	66	TIME
1299786348111503362	62	83	PERSON
1342514332337393665	0	34	ORGANIZATION
1280630838066110470	20	41	PERSON
1334907119569612807	99	102	ORGANIZATION
1334907119569612807	110	112	ORGANIZATION
1319736939793338370	73	78	PERSON
1271327979340132352	0	9	PERSON
1279504876930727937	19	33	PERSON
1272611064342077440	51	55	PERSON
1272611064342077440	66	77	PERSON
1307385831976570882	81	87	LOCATION
1326461508151369728	0	4	ORGANIZATION
1326461508151369728	32	43	PERSON
1326461508151369728	145	156	PERSON
1277701701315825664	46	59	PERSON
1340006649742979077	11	22	PERSON
1340006649742979077	25	50	PRODUCT
1379382423989977092	0	4	PERSON
1379382423989977092	137	141	PERSON
1335636053735124992	5	18	PERSON
1353905571548835841	55	59	PERSON
1353905571548835841	64	75	PERSON
1294012874310979585	12	22	ORGANIZATION
1294012874310979585	108	115	PERSON
1294012874310979585	116	138	ORGANIZATION
1400935699294130179	0	12	PERSON
1400935699294130179	13	25	PERSON
1331927659358679042	53	70	PERSON
1331927659358679042	138	142	TIME
1331927659358679042	148	152	TIME
1331927659358679042	158	162	TIME
1331927659358679042	168	172	TIME
1331927659358679042	178	182	TIME
1326048288169144320	19	26	LOCATION
1326048288169144320	27	37	ORGANIZATION
1326048288169144320	46	54	LOCATION
1311209083261906945	0	5	PERSON
1311209083261906945	77	88	PERSON
1311209083261906945	89	100	PERSON
1400237645901582339	0	9	PERSON
1336965267331670021	43	56	TIME
1336965267331670021	67	84	LOCATION
1348322987829825542	0	11	ORGANIZATION
1348322987829825542	17	34	PERSON
1348322987829825542	55	70	LOCATION
1329295283440787456	29	35	PERSON
1329295283440787456	46	53	PERSON
1329295283440787456	54	62	PERSON
1389121608812572673	53	59	LOCATION
1364145973442863107	28	40	PERSON
1364145973442863107	61	73	PERSON
1320662229289717761	99	108	PERSON
1382312940666257409	5	8	PRODUCT
1382312940666257409	36	40	PRODUCT
1382312940666257409	103	106	ORGANIZATION
1382312940666257409	113	116	ORGANIZATION
1400557990894309383	38	50	PERSON
1370682221032529920	0	13	PERSON
1408310569845858305	14	28	PERSON
1408310569845858305	29	39	LOCATION
1295968921925881856	89	96	LOCATION
1295968921925881856	157	164	LOCATION
1295968921925881856	165	172	LOCATION
1407476168522145797	0	14	PERSON
1407476168522145797	25	34	ORGANIZATION
1407476168522145797	109	118	ORGANIZATION
1272429162163245056	21	26	LOCATION
1272429162163245056	39	44	LOCATION
1272429162163245056	128	135	LOCATION
1292923511279845384	20	31	PERSON
1292923511279845384	74	93	TVSHOW
1327345853284102147	47	54	PERSON
1347964320982966275	0	14	ORGANIZATION
1347964320982966275	24	29	PERSON
1280957421528199173	18	28	PERSON
1280957421528199173	33	44	PERSON
1385572655999426564	50	65	PERSON
1385572655999426564	117	125	PRODUCT
1352723789134536705	0	11	PERSON
1352723789134536705	12	24	ORGANIZATION
1352723789134536705	82	91	PERSON
1316126764456968192	0	11	ORGANIZATION
1371888033759395845	0	9	PERSON
1371888033759395845	13	21	ORGANIZATION
1353409993912033281	6	12	PERSON
1353409993912033281	27	31	PERSON
1305617820596793349	0	17	PERSON
1305617820596793349	209	226	PERSON
1281291741618987008	144	151	ORGANIZATION
1281291741618987008	205	212	ORGANIZATION
1389529030710513664	0	7	ORGANIZATION
1389529030710513664	9	14	PRODUCT
1389529030710513664	17	22	PRODUCT
1389529030710513664	27	35	TVSHOW
1389529030710513664	83	87	TIME
1354535691242369025	69	75	PERSON
1292486231998312448	67	72	PERSON
1292486231998312448	77	87	PERSON
1410194367411888134	0	4	ORGANIZATION
1410194367411888134	110	117	ORGANIZATION
1410194367411888134	175	182	ORGANIZATION
1294593472972894208	6	16	ORGANIZATION
1294593472972894208	28	41	PERSON
1294593472972894208	53	61	PERSON
1377516420972617729	0	10	PERSON
1377516420972617729	11	14	ORGANIZATION
1354541147184574465	0	14	PERSON
1354541147184574465	22	41	PERSON
1373391502563495938	10	27	ORGANIZATION
1355776233397694465	16	25	PERSON
1355776233397694465	90	98	TVSHOW
1279129398432731137	151	159	PRODUCT
1279129398432731137	261	264	ORGANIZATION
1365668083294175236	64	67	ORGANIZATION
1402290951410827266	3	10	PERSON
1402290951410827266	99	109	PERSON
1328453704408850433	0	15	LOCATION
1328453704408850433	19	22	ORGANIZATION
1328453704408850433	83	103	PERSON
1339678825723146245	0	6	PERSON
1371706976766418944	0	19	LOCATION
1315646657183313920	0	9	PERSON
1315646657183313920	10	16	LOCATION
1335300374715113473	49	63	PERSON
1335300374715113473	64	77	PERSON
1311355881687220232	0	8	PERSON
1311355881687220232	71	86	PERSON
1281092968049451009	26	35	MONEY
1281092968049451009	59	69	MONEY
1343471814585024512	0	8	PERSON
1343471814585024512	9	14	PRODUCT
1343471814585024512	40	48	PERSON
1343471814585024512	101	109	PERSON
1343471814585024512	111	117	PERSON
1343471814585024512	121	124	PERSON
1343471814585024512	137	146	PRODUCT
1388065378631393280	73	82	PERSON
1311008690472988673	31	35	PERSON
1328711224931069952	10	24	PERSON
1352883875798777856	69	79	TIME
1352883875798777856	97	118	PERSON
1370683354845216769	29	43	PERSON
1370683354845216769	122	134	PERSON
1359094385401606145	0	30	ORGANIZATION
1306331843701202944	0	3	ORGANIZATION
1306331843701202944	29	32	ORGANIZATION
1310417992069644289	0	4	PERSON
1290446091410866180	10	18	TVSHOW
1290446091410866180	19	33	PERSON
1290446091410866180	38	49	TVSHOW
1290446091410866180	73	80	PERSON
1350198605035003904	0	5	PERSON
1367163698998095872	30	39	LOCATION
1317289247813095424	0	10	ORGANIZATION
1317289247813095424	14	19	LOCATION
1336589707749289985	102	106	PERSON
1286585298487574529	23	42	PERSON
1273677464959627264	27	38	ORGANIZATION
1273677464959627264	95	105	ORGANIZATION
1338729092481507328	8	24	PERSON
1338729092481507328	25	48	ORGANIZATION
1387105441465962499	29	40	ORGANIZATION
1387105441465962499	54	61	LOCATION
1387105441465962499	65	69	TIME
1380519180412276738	0	12	LOCATION
1380519180412276738	16	23	ORGANIZATION
1271543450220068865	0	8	PERSON
1271543450220068865	67	71	PERSON
1271543450220068865	267	279	ORGANIZATION
1291481624941596673	66	72	LOCATION
1291481624941596673	73	78	LOCATION
1291481624941596673	79	87	LOCATION
1313361082552143872	23	39	PERSON
1337032855139078144	23	43	PERSON
1337032855139078144	45	55	ORGANIZATION
1337032855139078144	113	127	LOCATION
1337032855139078144	173	180	ORGANIZATION
1312467939988127750	47	60	PERSON
1312467939988127750	61	71	ORGANIZATION
1305650740577398790	0	5	LOCATION
